time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/iterations,time/total_timesteps,train/value_loss,train/clip_range,train/entropy_loss,train/clip_fraction,train/loss,train/explained_variance,train/approx_kl,train/n_updates,train/learning_rate,train/policy_gradient_loss
1206,-124.96697309999998,33,199.98,20,40960,362.4230791091919,0.2,-1.1034125827252865,0.037255859375,112.35637664794922,0.04486238956451416,0.006707442,190,0.0003,-0.008487333904486149
1200,-124.81342356,35,205.78,21,43008,326.09082334041597,0.2,-1.0241081960499288,0.07802734375,208.03785705566406,0.17847710847854614,0.011153974,200,0.0003,-0.007750477574154502
1183,-122.28636049,38,217.93,22,45056,372.77468767166135,0.2,-1.0811757292598485,0.115576171875,242.5588836669922,0.10854458808898926,0.009903105,210,0.0003,-0.012537097997847014
1172,-123.89157057,40,227.49,23,47104,324.45660729408263,0.2,-1.0457918500527739,0.03916015625,117.29570770263672,0.26748067140579224,0.00892381,220,0.0003,-0.006949023488414241
1162,-119.64351031999999,42,234.43,24,49152,262.9058790922165,0.2,-0.995449679531157,0.1044921875,55.485877990722656,0.12414801120758057,0.009788401,230,0.0003,-0.006087179176392965
1151,-112.13411273,44,245.8,25,51200,298.7990857124329,0.2,-1.1160191286355257,0.098388671875,190.0001220703125,0.20844149589538574,0.010957813,240,0.0003,-0.00642211559752468
1133,-117.08765531,46,248.26,26,53248,330.64730072021484,0.2,-0.9827274264767766,0.04013671875,92.43217468261719,0.23944854736328125,0.0059184674,250,0.0003,-0.003729050540277967
1114,-115.43710646000001,49,264.73,27,55296,201.49700784683228,0.2,-1.0350114630535245,0.092431640625,77.61856079101562,0.3639959692955017,0.007899269,260,0.0003,-0.0058869095926638694
1088,-111.06677004000002,52,276.14,28,57344,194.90858747959138,0.2,-1.0106304135173558,0.037353515625,96.42134857177734,0.38610130548477173,0.006057198,270,0.0003,-0.006942649363190867
1052,-110.17489875,56,294.37,29,59392,168.88389140367508,0.2,-1.0055439988151194,0.054736328125,118.84496307373047,0.2756909132003784,0.0070656454,280,0.0003,-0.006673233852779958
1028,-108.82919412,59,305.44,30,61440,162.55334218740464,0.2,-1.0982424076646566,0.14375,94.25306701660156,0.15613967180252075,0.012127169,290,0.0003,-0.007867245757370255
996,-108.08110606000002,63,323.07,31,63488,109.57679033875465,0.2,-1.0556045848876239,0.023046875,34.06790542602539,0.012063145637512207,0.004474457,300,0.0003,-0.003965552697627573
982,-104.89256519,66,341.3,32,65536,51.75347650051117,0.2,-1.0830851897597313,0.0705078125,15.197391510009766,0.456368088722229,0.0072753783,310,0.0003,-0.007469945393677335
955,-105.15642536000003,70,354.62,33,67584,137.47638357281684,0.2,-1.045267367735505,0.05576171875,56.59087371826172,0.28745037317276,0.008175925,320,0.0003,-0.006698742516164202
926,-99.94363136000001,75,370.11,34,69632,109.30813784003257,0.2,-1.0632290355861187,0.110986328125,34.87025451660156,0.5263044238090515,0.009391899,330,0.0003,-0.010438588929537218
905,-100.67652078,79,387.06,35,71680,53.54657109975815,0.2,-0.9812112633138895,0.0484375,23.885107040405273,0.573087066411972,0.0091890115,340,0.0003,-0.00521807861077832
897,-95.53255384000002,82,412.71,36,73728,40.09307541847229,0.2,-1.0486218104138971,0.15,9.293766975402832,0.14157873392105103,0.010594925,350,0.0003,-0.00961298332986189
873,-91.10470755,86,428.51,37,75776,39.74503988623619,0.2,-1.0090883292257786,0.0802734375,17.430870056152344,0.024434328079223633,0.008259947,360,0.0003,-0.004589220407797257
855,-91.29253930000003,90,444.94,38,77824,19.98751464933157,0.2,-1.0294386144727468,0.07578125,10.075974464416504,0.19028210639953613,0.0072294557,370,0.0003,-0.006363736098865047
836,-87.69305100000001,95,461.44,39,79872,26.7357045263052,0.2,-1.0262303652241827,0.08310546875,10.86275863647461,0.0715247392654419,0.009587755,380,0.0003,-0.0056358586880378425
823,-85.68767160000002,99,477.09,40,81920,21.055263018608095,0.2,-0.9877288131043315,0.08828125,8.068544387817383,0.009379267692565918,0.005604117,390,0.0003,-0.005174198842723854
809,-83.02345367000002,103,493.4,41,83968,18.18314854800701,0.2,-1.0272160666063428,0.126611328125,6.5612616539001465,0.028039753437042236,0.009228252,400,0.0003,-0.007642381311598001
801,-78.72536099999999,107,510.16,42,86016,36.35878103077412,0.2,-0.9365780713036657,0.0158203125,9.691736221313477,0.14870232343673706,0.0031144605,410,0.0003,-0.0012128953625506257
795,-76.8805879,110,524.34,43,88064,13.051453587412833,0.2,-0.9881366647779941,0.10224609375,4.18108606338501,0.2989653944969177,0.009888432,420,0.0003,-0.0040297973260749135
784,-75.74102274,114,539.14,44,90112,15.141150246560574,0.2,-1.0135815165936948,0.04833984375,6.09094762802124,0.34732526540756226,0.004698932,430,0.0003,-0.0034899097896413877
779,-73.89824208,118,555.58,45,92160,28.485268561542036,0.2,-0.9675532512366771,0.043994140625,3.6606483459472656,0.3631514310836792,0.0047662393,440,0.0003,-0.0063425184256630015
770,-73.84866294,122,563.61,46,94208,18.744092813134195,0.2,-1.0096299445256591,0.071826171875,3.5045716762542725,0.4713817238807678,0.0049103824,450,0.0003,-0.0035365489369723947
750,-68.86010539,128,579.55,47,96256,28.972910404205322,0.2,-0.9723133150488138,0.046923828125,4.459432125091553,0.44249022006988525,0.005051219,460,0.0003,-0.005004502338852035
745,-68.14358350000002,131,594.29,48,98304,36.83960112929344,0.2,-0.9628541873767972,0.03984375,4.4455366134643555,0.3675685524940491,0.0048826477,470,0.0003,-0.004385279794951203
739,-65.46529277,135,609.9,49,100352,32.69922917932272,0.2,-0.900766866095364,0.0470703125,6.10236930847168,0.4206995368003845,0.0056395778,480,0.0003,-0.004585126442543696
731,-64.43893781,140,618.49,50,102400,27.249125354737043,0.2,-0.9415463756769895,0.072607421875,3.4737610816955566,0.5276176035404205,0.009694954,490,0.0003,-0.0033720277904649267
723,-60.60113687999999,144,634.14,51,104448,30.154937556385995,0.2,-0.9217535069212317,0.080712890625,11.081165313720703,0.5074724853038788,0.0065677147,500,0.0003,-0.005224875348358182
718,-60.38926883999999,148,650.84,52,106496,25.962187671661376,0.2,-0.8899474933743476,0.0435546875,5.92099142074585,0.5984356999397278,0.0043519977,510,0.0003,-0.004503994098922703
708,-57.464930679999995,153,666.62,53,108544,28.568513457477092,0.2,-0.8834751160815358,0.06552734375,3.354825258255005,0.5961553156375885,0.0056964597,520,0.0003,-0.004099784202117008
705,-53.914405269999996,156,682.23,54,110592,20.840531368553638,0.2,-0.8994720079004764,0.081787109375,3.1096372604370117,0.6318630874156952,0.0058742007,530,0.0003,-0.007444517897965852
700,-52.021798839999995,160,697.18,55,112640,27.489588928222656,0.2,-0.8863187348470092,0.053955078125,3.562782049179077,0.623435914516449,0.0058340994,540,0.0003,-0.002901356293295976
694,-50.57951467,165,719.19,56,114688,17.792531732469797,0.2,-0.8722904983907938,0.105078125,1.043704628944397,0.6262532770633698,0.009066876,550,0.0003,-0.006977008792455308
692,-47.62932983999999,168,733.82,57,116736,78.45331551879644,0.2,-0.8468830758705735,0.038232421875,75.69039916992188,0.18505370616912842,0.007812491,560,0.0003,-0.0006701334670651705
691,-46.31922761,171,745.15,58,118784,33.83342124372721,0.2,-0.8704337254166603,0.061279296875,2.621403455734253,0.5219748616218567,0.0050442447,570,0.0003,-0.0005734383608796634
685,-43.93999377,176,759.19,59,120832,23.46728433519602,0.2,-0.8591899082064629,0.049951171875,4.411412239074707,0.6633498072624207,0.0057079974,580,0.0003,-0.0022062283460400067
682,-41.06568687,180,772.54,60,122880,25.55536072999239,0.2,-0.8646380864083767,0.068701171875,2.8681869506835938,0.6760022938251495,0.004475787,590,0.0003,-0.0035488129025907254
679,-39.601204509999995,183,785.99,61,124928,19.3842777736485,0.2,-0.7945088440552354,0.064794921875,2.9857847690582275,0.6770718395709991,0.0056573367,600,0.0003,-0.00400973215510021
674,-36.474241389999996,188,799.35,62,126976,27.984603528678416,0.2,-0.8024686742573977,0.051953125,4.182183742523193,0.6502840518951416,0.0019545772,610,0.0003,-0.0016025825912947766
670,-33.98569397,192,813.66,63,129024,26.23913267403841,0.2,-0.8534014778211713,0.06083984375,5.4225568771362305,0.6105339825153351,0.0044635152,620,0.0003,-0.002380538026045542
668,-31.18538705,195,829.08,64,131072,23.516294490545988,0.2,-0.8344567019492388,0.061572265625,4.001825332641602,0.6246138513088226,0.006809091,630,0.0003,-0.0021845346156624144
665,-29.3685218,199,843.82,65,133120,21.503371438384058,0.2,-0.8707075910642743,0.0248046875,2.6512324810028076,0.6320351362228394,0.001854329,640,0.0003,-0.00027432068673078903
662,-26.471762029999994,203,856.67,66,135168,24.193470188975333,0.2,-0.8543150447309017,0.04638671875,4.187981128692627,0.5546915531158447,0.0059776036,650,0.0003,-0.003930305608082563
662,-24.785696050000002,207,872.27,67,137216,21.289629294723273,0.2,-0.8528808189556003,0.072265625,2.8904948234558105,0.6377545893192291,0.0074530235,660,0.0003,-0.0035473815849400127
660,-23.749658340000007,210,886.57,68,139264,24.04582261070609,0.2,-0.8287056881934405,0.0560546875,4.112669944763184,0.6760599315166473,0.0044133435,670,0.0003,-0.002173512746230699
658,-20.6826458,214,898.9,69,141312,27.70002530515194,0.2,-0.7827839421108365,0.056591796875,2.711918354034424,0.5929508209228516,0.005596674,680,0.0003,-0.0018848073210392612
655,-20.993413760000003,218,909.27,70,143360,20.767689240723847,0.2,-0.7999791674315929,0.0701171875,2.764220952987671,0.6928194463253021,0.0064184074,690,0.0003,-0.0027933313758694567
654,-18.98832177,221,923.78,71,145408,13.934094965457916,0.2,-0.8091377777978778,0.04462890625,2.244265079498291,0.6844523847103119,0.0026338473,700,0.0003,2.9376358725130558e-05
649,-17.13738923,226,933.54,72,147456,14.164685267210007,0.2,-0.7689205383881926,0.056396484375,3.194706916809082,0.7433551549911499,0.0077421716,710,0.0003,-0.0016410583590186433
644,-15.133115660000003,231,944.68,73,149504,23.417904086411,0.2,-0.7852443728595973,0.03857421875,2.321967363357544,0.7012458741664886,0.004148441,720,0.0003,-3.799575424636714e-05
641,-12.09778571,236,954.21,74,151552,12.41251662299037,0.2,-0.8010375771671534,0.053173828125,1.4713784456253052,0.7293107807636261,0.0054125665,730,0.0003,-0.00395659201167291
641,-10.48032209,239,968.25,75,153600,19.15869993194938,0.2,-0.7850738106295466,0.055810546875,1.9318153858184814,0.7697635293006897,0.004520979,740,0.0003,-0.000740412481536623
637,-9.991033790000001,243,971.34,76,155648,16.3353712849319,0.2,-0.787223638407886,0.071875,1.2241419553756714,0.7993815094232559,0.0065216105,750,0.0003,-0.004817854496650398
636,-7.1696191800000015,247,982.56,77,157696,28.671158999949693,0.2,-0.7774133048951626,0.034130859375,2.123100996017456,0.6140572130680084,0.0038018338,760,0.0003,0.0005090736536658369
632,-5.7560183700000005,252,988.66,78,159744,27.40911814123392,0.2,-0.7558731080964207,0.0416015625,2.5091288089752197,0.7573387324810028,0.004249448,770,0.0003,-0.0009493474597547901
632,-5.608248229999999,255,988.66,79,161792,18.947755822539328,0.2,-0.7677344674244523,0.089501953125,2.9546737670898438,0.7820092886686325,0.007021464,780,0.0003,-0.0034123248871765098
631,-4.53557282,259,991.51,80,163840,14.759759749472142,0.2,-0.7800228040665388,0.053515625,1.8457976579666138,0.8294765800237656,0.0070286505,790,0.0003,-0.00042703525687102226
630,-1.3664185999999998,263,995.13,81,165888,20.75088463127613,0.2,-0.7460393093526363,0.041259765625,241.5588836669922,0.7815166413784027,0.0038528275,800,0.0003,4.272945297998376e-05
629,-0.8427915899999995,266,998.93,82,167936,25.418535082787276,0.2,-0.7673815414309502,0.081201171875,1.8505958318710327,0.6993555426597595,0.0049182163,810,0.0003,-0.003616597828658996
628,-1.34287341,270,998.93,83,169984,20.51698260270059,0.2,-0.7585699886083603,0.045849609375,215.90878295898438,0.7798389345407486,0.0037243455,820,0.0003,-0.0022004060054314325
629,-0.6526059899999999,273,998.93,84,172032,21.633451147004962,0.2,-0.7314130499958992,0.05341796875,2.0689971446990967,0.8075795024633408,0.0039946306,830,0.0003,-0.0015523456488153898
626,-0.31508287999999995,277,998.93,85,174080,14.749123380333184,0.2,-0.7545469358563424,0.05556640625,1.9963394403457642,0.8290117532014847,0.0051117726,840,0.0003,-0.0029782000798149965
625,-0.4673027299999999,281,998.93,86,176128,18.661246932297946,0.2,-0.7560781614854932,0.051513671875,3.1322286128997803,0.6350675821304321,0.005321445,850,0.0003,-0.0017475307598942892
625,0.14070168000000025,285,998.93,87,178176,23.662132830917834,0.2,-0.7334416314959527,0.071728515625,0.8975934386253357,0.7982160151004791,0.006678966,860,0.0003,-0.0022157530664117077
625,-0.9250348399999999,288,998.93,88,180224,20.06411870662123,0.2,-0.7272113624960184,0.06025390625,0.4382990598678589,0.6789227426052094,0.0056266724,870,0.0003,-0.0018030632636509836
624,-0.06993262999999977,291,998.93,89,182272,22.849609134346245,0.2,-0.7454273391515016,0.081201171875,1.4595822095870972,0.8127694129943848,0.0045089815,880,0.0003,-0.0006450824410421773
624,-0.8068950899999997,295,998.93,90,184320,20.30155789870769,0.2,-0.7284579787403345,0.08681640625,1.0360347032546997,0.6857492625713348,0.0053392444,890,0.0003,-0.0038706623559846775
621,-0.20783194999999993,299,998.93,91,186368,22.241104294173418,0.2,-0.74613316077739,0.073046875,0.5613244771957397,0.7557078003883362,0.005961399,900,0.0003,-0.0028278318473894614
619,-0.07446530999999977,304,998.93,92,188416,17.648467046953737,0.2,-0.7401968389749527,0.064892578125,0.6274313926696777,0.7875611782073975,0.0046373615,910,0.0003,-0.00293370267318096
617,-0.11843843999999958,308,998.93,93,190464,22.850677019171417,0.2,-0.7365933766588568,0.04306640625,0.8622342944145203,0.7458458840847015,0.0049210135,920,0.0003,-0.0022692995880788658
616,-0.6135281399999994,312,998.93,94,192512,35.178895629756155,0.2,-0.7414533279836177,0.066796875,0.9987609386444092,0.671753466129303,0.0069890423,930,0.0003,-0.0033876325978781097
615,-0.8825675099999997,316,998.93,95,194560,29.072748996503652,0.2,-0.7100296447053551,0.046875,0.8509981632232666,0.7627743929624557,0.0028953373,940,0.0003,0.00015762151451781392
614,-1.27334548,319,998.93,96,196608,19.48305846247822,0.2,-0.7321105811744928,0.082373046875,0.5609024167060852,0.8206696808338165,0.009036114,950,0.0003,-0.0046776623079495035
612,-0.6486424599999999,324,998.93,97,198656,29.526094467937945,0.2,-0.7142603559419513,0.051708984375,83.39315032958984,0.7589949071407318,0.003781757,960,0.0003,-0.005776726973999757
611,0.08378552000000036,328,998.66,98,200704,20.823060902487487,0.2,-0.7132243309170008,0.05322265625,0.19568367302417755,0.7366721928119659,0.0046417406,970,0.0003,-0.0016826134218717926
609,0.6015264200000007,332,998.66,99,202752,61.9521669767797,0.2,-0.7058070302009583,0.039013671875,6.515658855438232,0.4793255925178528,0.004405802,980,0.0003,-0.002171634511796583
610,-1.6510872599999993,335,998.12,100,204800,35.908137157931925,0.2,-0.7305076319724322,0.067724609375,4.346264839172363,0.6553824841976166,0.0046819127,990,0.0003,-0.002613285800907761
609,-0.9090720099999993,339,998.12,101,206848,68.47064238861203,0.2,-0.7222356041893363,0.0904296875,45.477291107177734,0.6118734776973724,0.0048513757,1000,0.0003,0.0018628625584824476
610,-3.470635709999999,341,992.85,102,208896,20.910759925842285,0.2,-0.6973166348412633,0.058154296875,1.3588613271713257,0.8587109595537186,0.006375271,1010,0.0003,-0.0010818697555805556
610,-2.4835530299999995,345,992.85,103,210944,90.64909634292125,0.2,-0.7158611075952649,0.05986328125,91.3915786743164,0.5849396884441376,0.006264029,1020,0.0003,-0.002461726546607679
610,-2.9569675099999997,348,989.61,104,212992,40.884554001688954,0.2,-0.6766843441873789,0.077734375,1.8700369596481323,0.6658423840999603,0.0067408667,1030,0.0003,-0.0014223429869161918
608,-2.4935210299999993,353,989.61,105,215040,68.6962509021163,0.2,-0.6771590366959572,0.023876953125,1.3833024501800537,0.7217398583889008,0.0031899712,1040,0.0003,-0.0007452023972291499
607,-2.2124642799999994,357,989.61,106,217088,22.53552900124341,0.2,-0.7174421027302742,0.0701171875,1.8912138938903809,0.8056149631738663,0.0043797437,1050,0.0003,-0.0030045355859328994
606,-2.6900396399999993,361,989.61,107,219136,27.077304026298226,0.2,-0.7061014238744974,0.083154296875,0.5862394571304321,0.7643332481384277,0.0054316195,1060,0.0003,-0.001515859264327446
606,-2.6319508699999994,364,989.61,108,221184,28.79477712083608,0.2,-0.69946823194623,0.06083984375,1.1731311082839966,0.7990214973688126,0.0030736853,1070,0.0003,0.00045041963312542066
604,-3.046134989999999,369,986.29,109,223232,18.192566833272576,0.2,-0.6986837076023221,0.0787109375,0.4196188449859619,0.8029854744672775,0.008628374,1080,0.0003,-0.0007214536046376452
603,-3.800060359999999,373,986.29,110,225280,53.00828823707998,0.2,-0.649141612648964,0.058837890625,5.038712978363037,0.7464946806430817,0.010157241,1090,0.0003,0.0019799249566858634
603,-3.0048641299999996,376,983.32,111,227328,48.91330718779936,0.2,-0.6662292188033462,0.037744140625,0.571912407875061,0.6175840795040131,0.004381131,1100,0.0003,0.0003125506431388203
601,-1.9230117800000002,381,983.24,112,229376,58.63571909032762,0.2,-0.6234090471640229,0.029833984375,7.219638347625732,0.47965437173843384,0.0018148359,1110,0.0003,-0.0009861510106929927
599,-1.3768126600000008,385,983.24,113,231424,60.71699130982161,0.2,-0.5532871186733246,0.037158203125,3.070848226547241,0.37133336067199707,0.0034077312,1120,0.0003,-0.0012518103001639247
599,-1.0492039,389,981.55,114,233472,31.468375180847943,0.2,-0.6880308799445629,0.06572265625,5.965890407562256,0.5919671654701233,0.006094412,1130,0.0003,-0.0003411008648981806
599,0.29777522000000006,392,981.01,115,235520,55.35100567769259,0.2,-0.6542296175844967,0.0396484375,0.4526330232620239,0.6377922296524048,0.0043212306,1140,0.0003,-0.0009491697914199903
599,-0.2592384599999989,396,979.61,116,237568,56.15588510353118,0.2,-0.6703783605247736,0.056884765625,201.26715087890625,0.5972801744937897,0.007825307,1150,0.0003,-0.0009607322303054388
598,0.023445420000001032,400,979.61,117,239616,110.96868075281381,0.2,-0.6566142370924354,0.0498046875,171.913330078125,0.2532164454460144,0.006128787,1160,0.0003,-0.00201193913599127
598,-0.1620753599999986,403,977.2,118,241664,39.71835772655904,0.2,-0.6654831970110535,0.075244140625,8.521085739135742,0.5838580131530762,0.007049967,1170,0.0003,-0.002815487585758092
597,-0.6061917999999988,408,975.45,119,243712,47.48726052232087,0.2,-0.6233681861311198,0.086962890625,1.5444179773330688,0.8167468160390854,0.0106957555,1180,0.0003,-0.0008348529925569891
596,-0.8706497599999995,411,972.46,120,245760,64.33328807875515,0.2,-0.6904446311295033,0.068017578125,2.0712413787841797,0.521501749753952,0.0032892758,1190,0.0003,-0.0029858135705580933
596,-0.3896624799999995,415,971.32,121,247808,92.55877394154668,0.2,-0.6498549237847329,0.052587890625,22.888437271118164,0.40136802196502686,0.004068791,1200,0.0003,-0.0020673188584623857
595,-0.5887022699999999,419,971.32,122,249856,58.88710672184825,0.2,-0.6310170605778694,0.04775390625,1.4207313060760498,0.5628300309181213,0.00526674,1210,0.0003,-0.00037627817091561154
595,-4.1421084,423,964.05,123,251904,33.89079145528376,0.2,-0.6530379213392734,0.136083984375,1.0412899255752563,0.7922728210687637,0.0133821815,1220,0.0003,-0.0021811983533552848
693,-781.4621735000001,2,1000.0,1,2048,85.87435585856437,0.2,-0.6705370988696814,0.071630859375,70.09706115722656,0.6320160031318665,0.008382181,1230,0.0003,-0.0007451053403201513
676,-776.7939127500001,6,974.75,2,4096,59.15340046584606,0.2,-0.6492028765380382,0.07255859375,3.4713969230651855,0.6113286912441254,0.010122941,1240,0.0003,-0.001551793794351397
688,-764.3403063333334,8,932.1666666666666,3,6144,102.54415474683046,0.2,-0.6492994610220194,0.04453125,64.88843536376953,0.5779833197593689,0.0051883473,1250,0.0003,-0.0019158745919412468
659,-760.9983093333333,12,893.0,4,8192,63.14798176586628,0.2,-0.643248566519469,0.060693359375,17.246280670166016,0.6762032508850098,0.0071502347,1260,0.0003,0.0004878115105384495
686,-779.6813346363634,14,912.4545454545455,5,10240,93.6395415879786,0.2,-0.6557466883212328,0.050048828125,16.357519149780273,0.599439799785614,0.010568125,1270,0.0003,-0.0002820687901476049
668,-766.8170329999999,18,868.2142857142857,6,12288,47.915476913005115,0.2,-0.6362872550264,0.06484375,3.8847403526306152,0.5984746515750885,0.008263129,1280,0.0003,-0.0026859881210839374
671,-772.7516477500001,21,867.8125,7,14336,82.29591838568449,0.2,-0.6626474980264903,0.0576171875,6.404098033905029,0.24945133924484253,0.005652624,1290,0.0003,0.0003101452657574555
663,-753.3888865789474,24,826.6842105263158,8,16384,37.062307476252315,0.2,-0.6604921353980899,0.08154296875,1.7011175155639648,0.5752595961093903,0.008337092,1300,0.0003,0.00021162948396522552
677,-740.167322,27,793.1304347826087,9,18432,48.07490746974945,0.2,-0.6893852733075618,0.07177734375,11.939021110534668,0.7390764653682709,0.007761428,1310,0.0003,-0.002031195988092804
669,-744.1528978399999,30,809.68,10,20480,68.5086557880044,0.2,-0.6550481710582972,0.063818359375,15.319220542907715,0.6928954124450684,0.010630557,1320,0.0003,-0.0007213184930151328
634,-746.0122292592592,35,822.1851851851852,11,22528,24.390515892207624,0.2,-0.7094061709940434,0.08427734375,3.6019604206085205,0.4343082308769226,0.0058893086,1330,0.0003,-0.0011712947245541728
615,-746.5107277586208,39,818.0344827586207,12,24576,107.33093871772289,0.2,-0.6971533738076687,0.063818359375,19.22119140625,0.31543153524398804,0.0073507032,1340,0.0003,-0.002219185040303273
613,-756.3312801612904,43,829.7741935483871,13,26624,16.237877492234112,0.2,-0.7011573450639844,0.05888671875,2.497128963470459,0.8077553659677505,0.0046985904,1350,0.0003,-0.00010028836040874012
597,-758.8021626666666,47,840.0909090909091,14,28672,23.063114653900264,0.2,-0.712001490406692,0.065478515625,0.7912200093269348,0.6168630421161652,0.0066254614,1360,0.0003,-6.618643674300983e-05
597,-763.2018832222222,51,848.9166666666666,15,30720,37.301544370129704,0.2,-0.6888956042006612,0.084521484375,9.68234634399414,0.7447144985198975,0.0069658025,1370,0.0003,-0.0005754016619903268
590,-765.8473898157895,55,852.421052631579,16,32768,70.03539804965257,0.2,-0.6729384178295732,0.016552734375,14.960606575012207,0.6746160686016083,0.0018971919,1380,0.0003,0.00013294600757944862
583,-772.75864895,59,859.8,17,34816,91.23899373561144,0.2,-0.6509001173079014,0.033740234375,66.024169921875,0.5489991009235382,0.0056036375,1390,0.0003,-0.0005584123075095704
587,-775.5178011190476,62,861.8571428571429,18,36864,15.886509777605534,0.2,-0.6880750516429543,0.0998046875,0.9027037024497986,0.8183472603559494,0.008118469,1400,0.0003,0.00029057541833026334
583,-779.5626369777777,66,861.3333333333334,19,38912,26.323618499189614,0.2,-0.6923427006229759,0.05986328125,1.5633840560913086,0.21473175287246704,0.008142515,1410,0.0003,-0.0007528671500040218
580,-776.1913921489362,70,867.2340425531914,20,40960,40.329111544787885,0.2,-0.6916755566373467,0.0638671875,19.5860538482666,0.7618446052074432,0.0046463683,1420,0.0003,0.0003697036037920043
584,-777.1356071632651,73,871.2857142857143,21,43008,80.01090260595083,0.2,-0.6824620921164751,0.063232421875,16.751874923706055,0.8845693692564964,0.007805502,1430,0.0003,-0.0015865874664086732
580,-782.02706972549,77,876.3333333333334,22,45056,49.80500356294215,0.2,-0.6771447731181979,0.046923828125,6.701374530792236,0.9162872359156609,0.0021409187,1440,0.0003,0.00032649068016326054
574,-783.1223066603771,82,880.7924528301887,23,47104,19.515193209052086,0.2,-0.690464417822659,0.037744140625,101.62052917480469,0.5384904444217682,0.0021751863,1450,0.0003,-2.1044497407274322e-05
573,-785.7004301636362,85,885.1272727272727,24,49152,90.74926836304367,0.2,-0.6736945636570454,0.0734375,1.2162466049194336,0.6742382943630219,0.0053513604,1460,0.0003,-0.002485241134490934
578,-790.3637165263158,88,886.3859649122807,25,51200,57.852313961461185,0.2,-0.7076097026467323,0.108740234375,5.7092437744140625,0.846522182226181,0.01142329,1470,0.0003,-0.002129098158911802
